Season,Episode,Seasonnum,Episodenum,Airdate,Airyear,Host,HostClean,MusicalGuest,Description,Gender,GenderNum,Profession
S38,Ep2,38,2,09/22/2012,2012,Joseph Gordon-Levitt,Joseph Gordon-Levitt,Mumford & Sons,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",M,0,Actor
S38,Ep3,38,3,10/06/2012,2012,Daniel Craig,Daniel Craig,Muse,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",M,0,Actor
S38,Ep4,38,4,10/13/2012,2012,Christina Applegate,Christina Applegate,Passion Pit,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",F,1,Actor
S38,Ep5,38,5,10/20/2012,2012,Bruno Mars,Bruno Mars,None,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",M,0,Musician
S38,Ep6,38,6,11/03/2012,2012,Louis C.K.,Louis C.K.,Fun,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",M,0,Comedian
S38,Ep7,38,7,11/10/2012,2012,Anne Hathaway,Anne Hathaway,Rihanna,"After a defeated Mitt Romney (Sudeikis) goes on a lactose binge, Anne Hathaway hosts: the SNL cast joins her in a faux song from ""Les Mis,"" and she plays a new best friend on a teen talk show, a woman transfixed by a dancing Japanese zombie, a McDonald's manager about to announce layoffs, an addled Carrie Mathison in a spoof of ""Homeland,"" Katie Holmes guesting on ""Ellen,"" and the woman posing for Grant Woods's ""American Gothic."" President Obama (Pharoah), two gay lobstermen from Maine, and Drunk Uncle appear on ""Weekend Update."" Rihanna sings ""Diamonds"" and ""Stay."" ...",F,1,Actor
S38,Ep8,38,8,11/17/2012,2012,Jeremy Renner,Jeremy Renner,Maroon 5,"After Paula Broadwell (Strong) reads salacious pages from her biography of David Petraeus, Jeremy Renner hosts, playing rejected movie theme songs on a piano, an attorney on ""The Californians,"" a gunman in an intimate Mexican standoff, an arrowless Hawkeye in ""The Avengers,"" a A-list actor in a scene with an over-amped extra, the putative mayor of Tampa commenting about Jill Kelley to CNN, a clueless guy asked to identify his brother's body at a morgue. There's a cartoon about drones, an appearance by Chris Christie on ""Weekend Update,"" a commercial for the Hometown Tourism Board,...",M,0,Actor
S38,Ep9,38,9,12/08/2012,2012,Jamie Foxx,Jamie Foxx,Ne-Yo,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",M,0,Actor
S38,Ep10,38,10,12/15/2012,2012,Martin Short,Martin Short,Paul McCartney,"After a children's choir sings ""Silent Night,"" Martin Short hosts, singing as the walks through the set (cameos abound), then playing Tony Bennett's brother on a Christmas show, Buckingham Palace's protocol chief coaching Kate Middleton's OB/GYN, Larry David in a star-studded revival of ""You're a Rat Bastard, Charlie Brown,"" running into a high school friend at a hardware store, and a tightly-wound amateur singer auditioning with a put-upon triangle player. Paul McCartney performs ""Cut Me Some Slack"" with Nirvana and ""Wonderful Christmas Time"" with the children's ...",M,0,Actor
S38,Ep11,38,11,01/19/2013,2013,Jennifer Lawrence,Jennifer Lawrence,The Lumineers,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",F,1,Actor
S38,Ep12,38,12,01/26/2013,2013,Adam Levine,Adam Levine,Kendrick Lamar,"After Obama receives a midnight visit on Inauguration Day from the all-too-human ghost of Dr. King, Adam Levine hosts - getting advice from Andy Samberg, Cameron Diaz, and Jerry Seinfeld. He co-hosts a show on the Gay Network, plays a future Mafioso with Tony Soprano in high school, chats with a firefighter's ex-girlfriend at a party, hosts a spoof of MTV's ""Catfish,"" gets into a bar face-off with three other rock-band leaders, backs Samberg in a digital short (""You Only Live Once""), and goes to an unlikely groupie's apartment after a concert. Rosetta Stone sponsors ...",M,0,Musician
S38,Ep13,38,13,02/09/2013,2013,Justin Bieber,Justin Bieber,None,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",M,0,Musician
S38,Ep14,38,14,02/16/2013,2013,Christoph Waltz,Christoph Waltz,Alabama Shakes,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City.ï¿½ This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong.",M,0,Actor
S38,Ep15,38,15,03/02/2013,2013,Kevin Hart,Kevin Hart,Macklemore & Ryan Lewis,"After President Obama (Pharoah) explains sequestration, Kevin Hart hosts: he plays Quvenzhane Wallis as the new Pope, a bitten interloper on ""The Walking Dead,"" a horse-phobic guest on Steve Harvey's show, an over-amped pitchman for Z-shirts, Seth Meyer's partner in a ""Really?!"" sketch, the neck-braced host of ""360 News,"" an actor reading for a Dove Chocolate commercial, a guy pitching a product on ""Shark Tank,"" a bookstore manager who has to fire someone, and a gadfly at a funeral. Macklemore and Ryan Lewis (with Wanz) perform ""Thrift Shop"" and ""Can't Hold Us""; a ...",M,0,Comedian
S38,Ep16,38,16,03/09/2013,2013,Justin Timberlake,Justin Timberlake,None,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",M,0,Musician
S38,Ep17,38,17,04/06/2013,2013,Melissa McCarthy,Melissa McCarthy,Phoenix,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City.ï¿½ This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong.",F,1,Actor
S38,Ep18,38,18,04/13/2013,2013,Vince Vaughn,Vince Vaughn,Miguel,"Sketches include Gun Control Cold Open, Vince Audience Monologue, Pacino Promo, The Weather Channel, History Of Punk, Short-Term Memory Loss Theatre, Weekend Update including Jason & Kenan as Brad Paisley & LL Cool J, and Kate as Marina Chapman (Raised by Monkeys), Junior Prom, and Last Call.",M,0,Actor
S38,Ep19,38,19,05/04/2013,2013,Zach Galifianakis,Zach Galifianakis,Of Monsters and Men,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong.",M,0,Actor
S38,Ep20,38,20,05/11/2013,2013,Kristen Wiig,Kristen Wiig,Vampire Weekend,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",F,1,Comedian
S38,Ep21,38,21,05/18/2013,2013,Ben Affleck,Ben Affleck,Kanye West,"America's premier sketch-comedy show returns for its 38th season LIVE from Studio 8H in New York City. This season, the cast includes Fred Armisen, Vanessa Bayer, Bill Hader, Taran Killam, Seth Meyers, Bobby Moynihan, Nasim Pedrad, Jay Pharoah, Jason Sudeikis, Kenan Thompson, featuring Aidy Bryant, Kate McKinnon, Tim Robinson, and Cecily Strong. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",M,0,Actor
S39,Ep1,39,1,09/28/2013,2013,Tina Fey,Tina Fey,Arcade Fire,"Sketches include Obamacare Cold Open, Tina Fey's Characters Monologue, Girls Promo, Airport, New Game Show, E-Meth, Weekend Update with guests Drunk Uncle and Bruce Chandling, Cinema Classics, Used Car Commercial, and Manolo Blahnik.",F,1,Comedian
S39,Ep2,39,2,10/05/2013,2013,Miley Cyrus,Miley Cyrus,None,"Sketches include VMAs Backstage Cold Open, Miley Cyrus Monologue, 50 Shades of Grey Auditions, Girlfriends Talk Show, We Did Stop, Piers Morgan Reviews The Clinton Biopics, Weekend Update with guests Jacob the Bar Mitzvah Boy, Shannon Sharpe and Pat Lynhart, Cheer Squad, Mornin' Miami, Poetry Class, and Miley Sex Tape.",F,1,Musician
S39,Ep3,39,3,10/12/2013,2013,Bruce Willis,Bruce Willis,Katy Perry,"Sketches include NASA Shutdown Cold Open, Bruce Willis Monologue, 24-Hour Energy Drink, Black Ops, The Ol' Barbershop, Boy Dance Party, Lady Gaga Show, Weekend Update with guests Chaplain Barry Black and Brooks Wheelan, Armageddon, Centauri Vodka, Protective Son, and Beer Pong.",M,0,Actor
S39,Ep4,39,4,10/26/2013,2013,Edward Norton,Edward Norton,Janelle Monae,"Sketches include Obamacare Website Ad Cold Open, Edward Norton Monologue, Autumn's Eve, School Visit, Halloween on The Steve Harvey Show, New Horror Trailer, Critter Control, Drug Deal, Weekend Update with guest Anthony Crispino, 12 Days Not a Slave, Ruth's Chris, and Halloween Candy.",M,0,Actor
S39,Ep5,39,5,11/02/2013,2013,Kerry Washington,Kerry Washington,Eminem,"Sketches include Michelle Obama at the White House Cold Open, Kerry Washington Monologue, Career Week Speaker, My Girl, How's He Doing, Miss Universe, Weekend Update with guests Angela Merkel, Charles Barkley and Shaquille O'Neal, Cartoon Catchphrase, Principal Frye - Fall Carnival, Date or Diss, and Ice Cream.",F,1,Actor
S39,Ep6,39,6,11/16/2013,2013,Lady Gaga,Lady Gaga,None,"Sketches include Rob Ford Cold Open, Cheap Applause Monologue, Anti-Depressant for Obama, Kimye Talk Show, Album Offer, Weekend Update with guests Mr. Senior and Jebidiah Atkinson, Co-op Board, Spotlightz Acting Camp, 4th Grade Talent Show, Blockbuster, Rose Zone, and Old Lady Gaga.",F,1,Musician
S39,Ep7,39,7,11/23/2013,2013,Josh Hutcherson,Josh Hutcherson,HAIM,"Sketches include Piers Morgan Cold Open, Josh Hutcherson Monologue, Girlfriends Talk Show, Office Boss, Matchbox 3, Weekend Update with guest The Worst Lady on an Airplane, Josie's Younger Brother, Best Buy, Dancing, Animal Hospital, Bugs, and Thanksgiving Guest.",M,0,Actor
S39,Ep8,39,8,12/07/2013,2013,Paul Rudd,Paul Rudd,One Direction,"Sketches include Sound of Music Cold Open, Paul Rudd Monologue, Politics Nation, One Direction Concert Line, Divorce, Weekend Update with Jebidiah Atkinson and Jacob the Bar Mitzvah Boy, Michelangelo, White Christmas, Santa Meeting, Memories, and Bill Brasky.",M,0,Actor
S39,Ep9,39,9,12/14/2013,2013,John Goodman,John Goodman,Kings of Leon,"Sketches include Obama Mandela Cold Open, John Goodman Song Monologue, Guy Fieri Christmas Special, Dance of the Snowflakes, Three Wise Guys, Weekend Update with guests Drunk Uncle and Santa Claus, Too Hot, Shallon, Hallmark Holiday Countdown, Christmas Whistle, H&M, and Last Call.",M,0,Actor
S39,Ep10,39,10,12/21/2013,2013,Jimmy Fallon,Jimmy Fallon,Justin Timberlake,"Sketches include Wrappinville Cold Open, Jimmy Fallon Song Monologue, Family Feud, (Do It On My) Twin Bed, Barry Gibb Talk Show, Weekend Update with guests Jimmy Fallon, Michael Bloomberg and Billie Jean King, Kimye Talk Show, Christmas Album, Christmas Past, and Baby, It's Cold Outside",M,0,Comedian
S39,Ep11,39,11,01/18/2014,2014,Drake,Drake,None,"Sketches include Piers Morgan Cold Open, Drake Bar Mitzvah Monologue, Before They Were Stars, Nancy Grace, Resolution Revolution, Slumber Party, Weekend Update with guests Arianna Huffington and Jacqueline Bisset, Disney World Show, Poetry Teacher, Mornin' Miami, and I Know.",M,0,Musician
S39,Ep12,39,12,01/25/2014,2014,Jonah Hill,Jonah Hill,Bastille,"Sketches include Men's Figure Skating Cold Open, Jonah Hill Monologue, Benihana, The Hit, Couples Quiz, Weekend Update with guests Olya Povlatsky and The Officer Who Arrested Justin Bieber, Stable, Spike Jonze Trailer, Boss Dinner, Inside SoCal, and Lamborghini.",M,0,Actor
S39,Ep13,39,13,02/01/2014,2014,Melissa McCarthy,Melissa McCarthy,Imagine Dragons,"Sketches include Halftime Spectacular Cold Open, Melissa McCarthy Monologue, Valentine's Day Commercial, Delaware One, Women's Group, Guess That Phrase, 28 Reasons, Weekend Update with guests Buford Calloway, Amy Poehler, Bill Hader as Stefon, Andy Samberg and Fred Armisen as Governor Patterson, Art Exhibit, Girlfriends Talk Show, Summer in a Day, and Super Champions.",F,1,Actor
S39,Ep14,39,14,03/01/2014,2014,Jim Parsons,Jim Parsons,Beck,"Jim Parsons, Emmy-award winning star of ""The Big Bang Theory,"" hosts for the first time, Colin Jost joins Weekend Update as the co-anchor and Beck performed ""Blue Moon"" and ""Wave."" Sketches included Cold Open: The Ellen Degeneres Show, Jim Parsons Monologue, Peter Pan, Bird Bible, Dance Floor Killer, 12 Years Audition, Weekend Update: Charles Barkley, Shaquille O'Neil, and 1860s movie critic Jebidiah Atkinson, Murder Mystery, Spotlightz Acting Camp, Elevator, and Cowboys.",M,0,Actor
S39,Ep15,39,15,03/08/2014,2014,Lena Dunham,Lena Dunham,The National,"Lena Dunham, Golden Globe winning creator and star of HBO's ""Girls,"" hosts for the first time, and The National performed ""Graceless"" and ""I Need My Girl."" Sketches included Obama Ukraine Address, Lena Dunham Monologue, Ooh Child, Scandal, What's Poppin', Biblical Movie, What Are You Even Doing, Weekend Update: Matthew McConaughey and Vladimir Putin's Best Friends Growing Up, Jewelry Party, The Katt Williams Show, and Over Explainers",F,1,Actor
S39,Ep16,39,16,03/29/2014,2014,Louis C.K.,Louis C.K.,Sam Smith,"Louis C.K., Emmy award winning creator and star of FX's ""Louis,"" hosts for the second time, and Sam Smith performed ""Stay With Me"" and ""Lay Me Down."" Sketches included Healthcare.gov Meeting , Louis C.K. Monologue , Black Jeopardy, Office Boss Baby, Jos A. Bank Cleaning Product, Weekend Update: Steven A. Smith, Mr. Big Stuff, Darth Vader Action Figure, Private Eyes, Dyke and Fats, Chris for President, and Romantic Speech.",M,0,Comedian
S39,Ep17,39,17,04/05/2014,2014,Anna Kendrick,Anna Kendrick,Pharrell Williams,"Anna Kendrick, Academy Award nominated actress, hosts for the first time, and Pharrell Williams performed ""Happy"" and ""Marilyn Monroe."" Sketches included GM Hearings, Anna Kendrick Monologue, Fox & Friends, Dongs All Over the World, Little Mermaid, Flirty, Weekend Update: German Chancellor Angela Merkel and George R.R. Martin, French Dance, Principal Frye Field Trip, Big Joe, Twins, and Best of the Whites.",F,1,Actor
S39,Ep18,39,18,04/12/2014,2014,Seth Rogen,Seth Rogen,Ed Sheeran,"Seth Rogen, Emmy and Golden Globe nominated star of the upcoming Neighbors, hosts for the third time, and Ed Sheeran performed ""Sing"" and ""Don't"" for the 8H audience. Sketches included GOP at Coachella Cold Open, Seth Rogen Journal Monologue, Shallon: Drug Safety, CNN Pregnancy Test, Steakhouse, Monster Pals, Blue River Dog Food, Weekend Update: David Ortiz and Jacob the Bar Mitzvah Boy, Engagement Party, Undercover Sharpton, 420, and Herman & Sons.",M,0,Actor
S39,Ep19,39,19,05/03/2014,2014,Andrew Garfield,Andrew Garfield,Coldplay,"Andrew Garfield, star of The Amazing Spider-Man 2, hosts for the first time, while Coldplay makes their fifth appearance on Saturday Night Live, performing ""Magic"" and ""A Sky Full of Stars."" Sketches include Donald Sterling Press Conference Cold Open, Andrew Garfield Monologue, Stanx, Celebrity Family Feud, Oliver, The Beygency, Spider-Man Kiss, Wedding, and The Bird Bible.",M,0,Actor
S39,Ep20,39,20,05/10/2014,2014,Charlize Theron,Charlize Theron,The Black Keys,"Fourteen years after her first time hosting, A Million Ways to Die in the West star Charlize Theron returns to Saturday Night Live, joined by musical guest The Black Keys. Sketches include Michelle/Hillary Mother's Day Address Cold Open, Charlize Theron Monologue, Mother's Day Game Show, Girlfriends Talk Show with Charlize Theron, Dragon Babies, Heshy: Dating Seminar, Weekend Update: Barbara Walters, Weekend Update: Drunk Uncle on Graduation, Bikini Beach Party, Pet Rescue Commercial, and Tourists.",F,1,Actor
S39,Ep21,39,21,05/17/2014,2014,Andy Samberg,Andy Samberg,St. Vincent,"Former Saturday Night Live cast member Andy Samberg returns to host for the first time, while musical guest St. Vincent makes her SNL debut. Sketches include Jay-Z & Solange Message Cold Open, Andy Samberg Impressions Monologue, Camp Wicawabe, Digital Short: When Will the Bass Drop?, Confident Hunchback, Weekend Update: Bruce Chandling, Weekend Update: Get in the Cage, Kissing Family with Andy Samberg, Kimye Talk Show, Digital Short: Hugs, Legolas at Taco Bell, Blizzard Man, Bvlgari, Weekend Update: Magic Johnson (Dress Version), and Testicules (Dress Version).",M,0,Comedian
S39,Ep22,39,22,05/18/2014,2014,The Women of SNL,The Women of SNL,None,A look back at some of the funniest female characters and sketches in SNL's 39-year history.,F,1,Comedian
S40,Ep1,40,1,09/27/2014,2014,Chris Pratt,Chris Pratt,Ariana Grande,"Guardians of the Galaxy star Chris Pratt hosts Saturday Night Live's 40th season premiere with musical guest Ariana Grade. Sketches include CNN State of the Union - NFL Cold Open, Chris Pratt Monologue, Cialis Turnt, He-Man & Lion-O, Vet Office, Marvel Trailer, Weekend Update: The Girl You Wish You Hadn't Started a Conversation With at a Party, Weekend Update: Leslie Jones on Relationships, Weekend Update: Pete Davidson Talks Business, Booty Rap, Bad Boys, NFL Intros, and Video Game.",M,0,Actor
S40,Ep2,40,2,10/04/2014,2014,Sarah Silverman,Sarah Silverman,Maroon 5,"Saturday Night Live alum Sarah Silverman returns as host while musical guest Maroon 5 makes their fifth appearance on the show. Sketches include Obama 60 Minutes Cold Open, Sarah Silverman Monologue, Fault in Our Stars Trailer, Joan Rivers, Whites, Forgotten TV Gems, Weekend Update: Reverend Al Sharpton, Weekend Update: What You Can Say, Weekend Update: Garage and Her, Proud Mary, Car Ride, Poem, and Vitamix.",F,1,Comedian
S40,Ep3,40,3,10/11/2014,2014,Bill Hader,Bill Hader,Hozier,"Bill Hader makes his hosting debut alongside musical guest Hozier. Sketches include Kim Jong Un Cold Open, Bill Hader Monologue, Herb Welch: Virginity Pledge Rally, The Group Hopper, Hollywood Game Night, 39 Cents, Jan Hooks Tribute: Love Is A Dream, Weekend Update: Pete Davidson on Gold Chains, Weekend Update: Stefon Returns, Puppet Class, Inside SoCal 2 with Bill Hader, Cat, and Cut For Time: Coal Miners.",M,0,Comedian
S40,Ep4,40,4,10/25/2014,2014,Jim Carrey,Jim Carrey,Iggy Azalea,"Jim Carrey returns as host for the third time while musical guest Iggy Azalea makes her SNL debut. Sketches include Ebola Czar Cold Open, Jim Carrey Halloween Monologue, Lincoln Ad, Carrey Family Reunion, Graveyard Song, Weekend Update: Romantic Comedy Expert, Weekend Update: Drunk Uncle on Halloween, Secret Billionaire, Ghost Chasers, High School, Halloween Party, and Geoff's Halloween Emporium.",M,0,Comedian
S40,Ep5,40,5,11/01/2014,2014,Chris Rock,Chris Rock,Prince,"Former cast member Chris Rock hosts for the second time while Prince performs a special medley set. Sketches include Christie Cold Open, Chris Rock Monologue, Vlog, GoProbe, How's He Doing with Chris Rock, Weekend Update: Katt Williams and Suge Knight, Weekend Update: Pete Davidson on STD Prevention, Shark Tank, Swiftamine, The Couple, Robbers, and Women in the Workplace.",M,0,Comedian
S40,Ep6,40,6,11/15/2014,2014,Woody Harrelson,Woody Harrelson,Kendrick Lamar,"Woody Harrelson hosts Saturday Night Live for the third time and Kendrick Lamar performs. Sketches include A Drink at the White House, 1989 Monologue, The Dudleys, Match'd, A New Day, Football Halftime Speech, Duets Album, Weekend Update: Leslie Jones on Crazy Bitches, Weekend Update: Matthew McConaughey & Woody Harrelson, Old New York, Campfire Song, and Last Call with Woody Harrelson.",M,0,Actor
S40,Ep7,40,7,11/22/2014,2014,Cameron Diaz,Cameron Diaz,Mark Ronson & Bruno Mars,"Cameron Diaz hosts Saturday Night Live for the fourth time while Mark Ronson and Bruno Mars serve as musical guest. Sketches include Capitol Hill Cold Open, Cameron Diaz Monologue, Back Home Ballers, New Annie, Nest-spresso, High School Theater Show, Weekend Update: Angela Merkel on the G20 Summit, Weekend Update: Charles Manson and Star Burton, Office Boss, Dr. Dave & Buggles, The Fight, Poetry Class, and Night Murmurs.",F,1,Actor
S40,Ep8,40,8,12/06/2014,2014,James Franco,James Franco,Nicki Minaj,"James Franco hosts Saturday Night Live for the third time while Nicki Minaj makes her second appearance as musical guest. Sketches include Politics Nation Cold Open, James Franco Monologue, Peter Pan Live!, Star Wars Teaser, Jingle Ballerz Special, Grow-a-Guy, Magic Bridge, Weekend Update: Anthony Crispino, Weekend Update: Leslie Jones on 420Singles.com, Weekend Update: Kim Kardashian, Brain Space, Kid Mayor, and Porn Stars with James Franco and Seth Rogen.",M,0,Actor
S40,Ep9,40,9,12/13/2014,2014,Martin Freeman,Martin Freeman,Charli XCX,"Martin Freeman makes his Saturday Night Live hosting debut while Charli XCX serves as musical guest. Sketches include Charlie Rose Cold Open, Martin Freeman Monologue, Sump'n Claus, Wedding Objections, Hobbit Office, Right Side of the Bed, Church, Weekend Update: Sasheer Zamata, Weekend Update: One-Dimensional Female Character from a Male Driven Comedy, Weekend Update: Jacob the Bar Mitzvah Boy on Hanukkah, Assembly Line, Holiday Gig, and Waterbed Commercial.",M,0,Actor
S40,Ep10,40,10,12/20/2014,2014,Amy Adams,Amy Adams,One Direction,"Amy Adams returns to host Saturday Night Live while One Direction makes their third appearance as musical guest. Sketches include Sam Smith/Dr. Evil Cold Open, Amy Adams Christmas Monologue, Asian American Doll, Tenderfield Video Christmas Card, Christmas Serial, Girlfriends Talk Show with Amy Adams and One Direction, Office Christmas Party, Weekend Update: Kim Jong-un, Weekend Update: Willie, Weekend Update: Garth and Kat's Hanukkah Album, A Very Cuban Christmas, Singing Sisters, and Cat Rescue Commercial with Amy Adams.",F,1,Actor
S40,Ep11,40,11,01/17/2015,2015,Kevin Hart,Kevin Hart,Sia,"Kevin Hart hosts Saturday Night Live for the second time while Sia makes her debut as musical guest. Sketches include MLK Cold Open, Kevin Hart Monologue, Calvin Klein Ad, Why'd You Post That?, Bushwick, Brooklyn 2015, Get On Up, Soap Opera Reunion, Weekend Update: Mrs. Santini, The Journey, Kevin's Son, and Listening Party.",M,0,Comedian
S40,Ep12,40,12,01/25/2015,2015,Blake Shelton,Blake Shelton,None,"Blake Shelton pulls double duty as host and musical guest on Saturday Night Live. Sketches include Patriots Press Conference Cold Open, Blake Shelton's Hee-Haw Monologue, Farm Hunk, Wishin' Boot, Celebrity Family Feud, Weekend Update: Riblet, Weekend Update: Pete Davidson on Cyber Security, Weekend Update: Nicole, Parole Board, My Darlin' Joan, and Magician.",M,0,Musician
S40,Ep13,40,13,01/31/2015,2015,J.K. Simmons,J.K. Simmons,D'Angelo,"J.K. Simmons makes his hosting debut while D'Angelo serves as musical guest. Sketches include Super Bowl Shut Down Cold Open, J.K. Simmons Monologue Featuring Fred Armisen, Totino's Super Bowl Commercial, Miss Trash 2015, Casablanca, Teacher Snow Day, Weekend Update: Michael Che on Black History Month Stamps, Weekend Update: One Dimensional Female Character on the Super Bowl, Weekend Update: Jebidiah Atkinson Reviews the 2015 Grammy Nominees, Microsoft Assistant, The Jay Z Story, and Career Day.",M,0,Actor
S40,Ep14,40,14,02/28/2015,2015,Dakota Johnson,Dakota Johnson,Alabama Shakes,"Actress Dakota Johnson hosts SNL for the first time while Alabama Shakes returns as musical guest. Sketches include Giuliani Cold Open, Dakota Johnson Monologue, Father Daughter Ad, Cinderella, Say What You Wanna Say, Press Junket, I Can't, Weekend Update: Ruth Bader Ginsburg on Not Retiring, Weekend Update: Kanye West Apologizes, Weekend Update: Riblet Returns, Emergency Room, Net Neutrality, and Mr. Riot Films.",F,1,Actor
S40,Ep15,40,15,03/07/2015,2015,Chris Hemsworth,Chris Hemsworth,Zac Brown Band,"Host Chris Hemsworth and musical guest Zac Brown Band make their SNL debuts. Sketches include Hillary Cold Open, American Express Ad, Brother 2 Brother, Empire Promo, Spaceship, The Iggy Azalea Show, Weekend Update: Leslie Jones on Dating in New York, Weekend Update: Girl You Wish You Hadn't Started a Conversation with at a Party on Boko Haram, Avengers News Report, Movie Set, Reality House and Porn Stars: Dolce & Gabbana.",M,0,Actor
S40,Ep16,40,16,03/28/2015,2015,Dwayne Johnson,Dwayne Johnson,George Ezra,"Dwayne Johnson hosts for the fourth time while musical guest George Ezra makes his SNL debut. Sketches include The Rock Obama Cold Open, Dwayne Johnson's Franchise Viagra Monologue, Pepboys, WWE Promo Shoot, New Disney Movie, Dinner Date, The Jungle, Brogaine, Weekend Update: Olya Povlatsky on the Russian Economy, Weekend Update: Willie Is Excited for Spring, Cooking with Paul, Improv Show, Interrogation, and Circus with Kyle.",M,0,Sports
S40,Ep17,40,17,04/04/2015,2015,Michael Keaton,Michael Keaton,Carly Rae Jepsen,"Michael Keaton hosts for the third time while musical guest Carly Rae Jepsen makes her SNL debut. Sketches include NCAA Tournament Cold Open, Michael Keaton Tribute Monologue, CNN Newsroom, Prom Queen, Easter Hotline, Ad Agency, Neutrology Music Video, Weekend Update: Pete Davidson on The Walking Dead Season Finale, Weekend Update: Jebidiah Atkinson Reviews Television Shows, Smart Home, and Easter Candy.",M,0,Actor
